Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,101,60960
Farm1,ELS,2013,2,54,94154
Farm1,ELS,2013,3,292,23806
Farm1,ELS,2014,1,277,79660
Farm1,ELS,2014,2,184,44573
Farm1,ELS,2014,3,115,17557
Farm10,HLS,2013,1,74,80425
Farm10,HLS,2013,2,401,27146
Farm10,HLS,2013,3,152,27922
Farm10,HLS,2014,1,194,95314
Farm10,HLS,2014,2,494,97834
Farm10,HLS,2014,3,491,84332
Farm11,ELS,2013,1,123,34031
Farm11,ELS,2013,2,391,93675
Farm11,ELS,2013,3,480,50986
Farm11,ELS,2014,1,286,7677
Farm11,ELS,2014,2,46,85313
Farm11,ELS,2014,3,113,35162
Farm12,ELS,2013,1,226,84881
Farm12,ELS,2013,2,43,95235
Farm12,ELS,2013,3,57,37177
Farm12,ELS,2014,1,219,62298
Farm12,ELS,2014,2,351,76485
Farm12,ELS,2014,3,474,82157
Farm13,HLS,2013,1,283,98454
Farm13,HLS,2013,2,77,95654
Farm13,HLS,2013,3,199,30627
Farm13,HLS,2014,1,371,79429
Farm13,HLS,2014,2,398,20745
Farm13,HLS,2014,3,494,82483
Farm14,ELS,2013,1,141,65656
Farm14,ELS,2013,2,374,14209
Farm14,ELS,2013,3,114,76991
Farm14,ELS,2014,1,249,79346
Farm14,ELS,2014,2,130,15271
Farm14,ELS,2014,3,452,54786
Farm15,HLS,2013,1,17,57068
Farm15,HLS,2013,2,306,51868
Farm15,HLS,2013,3,367,73416
Farm15,HLS,2014,1,499,31989
Farm15,HLS,2014,2,388,68413
Farm15,HLS,2014,3,74,57132
Farm16,HLS,2013,1,468,79038
Farm16,HLS,2013,2,140,57479
Farm16,HLS,2013,3,109,9335
Farm16,HLS,2014,1,404,16086
Farm16,HLS,2014,2,216,91305
Farm16,HLS,2014,3,55,80500
Farm17,ELS,2013,1,152,38363
Farm17,ELS,2013,2,335,63013
Farm17,ELS,2013,3,330,52140
Farm17,ELS,2014,1,411,67021
Farm17,ELS,2014,2,153,93454
Farm17,ELS,2014,3,398,60832
Farm18,HLS,2013,1,320,19151
Farm18,HLS,2013,2,183,94765
Farm18,HLS,2013,3,118,63346
Farm18,HLS,2014,1,365,45514
Farm18,HLS,2014,2,293,23761
Farm18,HLS,2014,3,281,79412
Farm19,ELS,2013,1,410,34342
Farm19,ELS,2013,2,497,74169
Farm19,ELS,2013,3,386,31153
Farm19,ELS,2014,1,448,29405
Farm19,ELS,2014,2,19,26928
Farm19,ELS,2014,3,124,64038
Farm2,HLS,2013,1,12,37435
Farm2,HLS,2013,2,110,89358
Farm2,HLS,2013,3,441,14479
Farm2,HLS,2014,1,156,53300
Farm2,HLS,2014,2,99,74645
Farm2,HLS,2014,3,220,59177
Farm4,HLS,2013,1,490,11107
Farm4,HLS,2013,2,484,98952
Farm4,HLS,2013,3,148,31699
Farm4,HLS,2014,1,211,46306
Farm4,HLS,2014,2,153,86574
Farm4,HLS,2014,3,404,55689
Farm5,ELS,2013,1,22,83436
Farm5,ELS,2013,2,137,39838
Farm5,ELS,2013,3,134,34083
Farm5,ELS,2014,1,94,68271
Farm5,ELS,2014,2,494,32225
Farm5,ELS,2014,3,321,18610
Farm6,ELS,2013,1,132,5574
Farm6,ELS,2013,2,168,51876
Farm6,ELS,2013,3,91,97747
Farm6,ELS,2014,1,235,28455
Farm6,ELS,2014,2,322,75778
Farm6,ELS,2014,3,275,54274
Farm7,ELS,2013,1,332,49006
Farm7,ELS,2013,2,86,29936
Farm7,ELS,2013,3,410,73547
Farm7,ELS,2014,1,109,63565
Farm7,ELS,2014,2,437,84072
Farm7,ELS,2014,3,185,8968
Farm8,HLS,2013,1,186,8918
Farm8,HLS,2013,2,198,47176
Farm8,HLS,2013,3,453,46949
Farm8,HLS,2014,1,9,59288
Farm8,HLS,2014,2,200,15820
Farm8,HLS,2014,3,485,44150
Farm9,HLS,2013,1,37,25472
Farm9,HLS,2013,2,499,32397
Farm9,HLS,2013,3,276,19975
Farm9,HLS,2014,1,123,69831
Farm9,HLS,2014,2,347,67081
Farm9,HLS,2014,3,308,77312
Farm20,ELS,2013,1,43,54768
Farm20,ELS,2013,2,60,63097
Farm20,ELS,2013,3,500,62465
Farm20,ELS,2014,1,469,11877
Farm20,ELS,2014,2,412,56187
Farm20,ELS,2014,3,231,88358
Farm21,HLS,2013,1,390,39246
Farm21,HLS,2013,2,435,32755
Farm21,HLS,2013,3,477,27307
Farm21,HLS,2014,1,343,52695
Farm21,HLS,2014,2,395,77055
Farm21,HLS,2014,3,76,34467
Farm22,HLS,2013,1,168,12753
Farm22,HLS,2013,2,187,21398
Farm22,HLS,2013,3,230,20137
Farm22,HLS,2014,1,377,24035
Farm22,HLS,2014,2,468,70750
Farm22,HLS,2014,3,128,43689
Farm23,ELS,2013,1,132,84744
Farm23,ELS,2013,2,157,18196
Farm23,ELS,2013,3,398,99468
Farm23,ELS,2014,1,100,49119
Farm23,ELS,2014,2,239,43937
Farm23,ELS,2014,3,93,63772
Farm24,HLS,2013,1,343,84751
Farm24,HLS,2013,2,380,48417
Farm24,HLS,2013,3,196,37294
Farm24,HLS,2014,1,480,29515
Farm24,HLS,2014,2,461,42774
Farm24,HLS,2014,3,262,49421
Farm25,HLS,2013,1,204,26337
Farm25,HLS,2013,2,443,94914
Farm25,HLS,2013,3,361,67453
Farm25,HLS,2014,1,175,71029
Farm25,HLS,2014,2,207,9217
Farm25,HLS,2014,3,423,55284
Farm26,HLS,2013,1,426,86576
Farm26,HLS,2013,2,305,31061
Farm26,HLS,2013,3,296,91046
Farm26,HLS,2014,1,313,17476
Farm26,HLS,2014,2,135,59395
Farm26,HLS,2014,3,357,74748
Farm27,ELS,2013,1,279,71711
Farm27,ELS,2013,2,287,47062
Farm27,ELS,2013,3,222,92254
Farm27,ELS,2014,1,437,42582
Farm27,ELS,2014,2,488,92968
Farm27,ELS,2014,3,130,85533
Farm28,ELS,2013,1,361,59676
Farm28,ELS,2013,2,133,63386
Farm28,ELS,2013,3,345,7096
Farm28,ELS,2014,1,216,62200
Farm28,ELS,2014,2,228,33408
Farm28,ELS,2014,3,19,10055
Farm29,HLS,2013,1,27,24170
Farm29,HLS,2013,2,193,72078
Farm29,HLS,2013,3,326,79452
Farm29,HLS,2014,1,292,21174
Farm29,HLS,2014,2,147,49748
Farm29,HLS,2014,3,136,7557
Farm30,HLS,2013,1,228,78990
Farm30,HLS,2013,2,248,31254
Farm30,HLS,2013,3,241,17604
Farm30,HLS,2014,1,273,37462
Farm30,HLS,2014,2,211,46037
Farm30,HLS,2014,3,151,42279
Farm31,ELS,2013,1,379,44632
Farm31,ELS,2013,2,394,15055
Farm31,ELS,2013,3,326,52351
Farm31,ELS,2014,1,58,84481
Farm31,ELS,2014,2,401,45287
Farm31,ELS,2014,3,256,14392
Farm32,ELS,2013,1,190,22741
Farm32,ELS,2013,2,221,97691
Farm32,ELS,2013,3,182,90874
Farm32,ELS,2014,1,386,31751
Farm32,ELS,2014,2,37,28547
Farm32,ELS,2014,3,461,12614
Farm33,HLS,2013,1,398,33120
Farm33,HLS,2013,2,141,65138
Farm33,HLS,2013,3,499,24671
Farm33,HLS,2014,1,258,12886
Farm33,HLS,2014,2,307,55755
Farm33,HLS,2014,3,453,93552
Farm34,HLS,2013,1,258,84656
Farm34,HLS,2013,2,238,14851
Farm34,HLS,2013,3,274,75520
Farm34,HLS,2014,1,485,70010
Farm34,HLS,2014,2,89,20676
Farm34,HLS,2014,3,89,57895
Farm35,ELS,2013,1,36,23099
Farm35,ELS,2013,2,88,61894
Farm35,ELS,2013,3,474,68692
Farm35,ELS,2014,1,414,21237
Farm35,ELS,2014,2,298,12438
Farm35,ELS,2014,3,285,92897
Farm36,HLS,2013,1,96,30121
Farm36,HLS,2013,2,55,84450
Farm36,HLS,2013,3,243,90036
Farm36,HLS,2014,1,355,10278
Farm36,HLS,2014,2,359,66675
Farm36,HLS,2014,3,485,38444
Farm37,ELS,2013,1,66,89142
Farm37,ELS,2013,2,475,47821
Farm37,ELS,2013,3,35,72822
Farm37,ELS,2014,1,366,48872
Farm37,ELS,2014,2,29,16808
Farm37,ELS,2014,3,30,67149
Farm38,ELS,2013,1,99,56017
Farm38,ELS,2013,2,244,33559
Farm38,ELS,2013,3,351,61756
Farm38,ELS,2014,1,427,68830
Farm38,ELS,2014,2,414,83468
Farm38,ELS,2014,3,196,95860
Farm39,ELS,2013,1,333,63614
Farm39,ELS,2013,2,405,31188
Farm39,ELS,2013,3,2,53952
Farm39,ELS,2014,1,162,74071
Farm39,ELS,2014,2,375,84875
Farm39,ELS,2014,3,77,23886
Farm40,HLS,2013,1,213,17578
Farm40,HLS,2013,2,305,73020
Farm40,HLS,2013,3,452,77199
Farm40,HLS,2014,1,481,32971
Farm40,HLS,2014,2,316,82992
Farm40,HLS,2014,3,290,36180
Farm41,ELS,2013,1,451,7433
Farm41,ELS,2013,2,427,95852
Farm41,ELS,2013,3,305,24024
Farm41,ELS,2014,1,458,33449
Farm41,ELS,2014,2,209,96661
Farm41,ELS,2014,3,110,31055
Farm42,HLS,2013,1,1,74815
Farm42,HLS,2013,2,302,70789
Farm42,HLS,2013,3,385,48089
Farm42,HLS,2014,1,410,14848
Farm42,HLS,2014,2,283,67803
Farm42,HLS,2014,3,89,19771
Farm43,HLS,2013,1,126,90200
Farm43,HLS,2013,2,2,66988
Farm43,HLS,2013,3,278,83939
Farm43,HLS,2014,1,263,62035
Farm43,HLS,2014,2,27,35609
