Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,108,21561
Farm1,ELS,2013,2,220,78288
Farm1,ELS,2013,3,106,57496
Farm1,ELS,2014,1,189,9536
Farm1,ELS,2014,2,163,12748
Farm1,ELS,2014,3,435,18608
Farm10,HLS,2013,1,227,16554
Farm10,HLS,2013,2,243,78070
Farm10,HLS,2013,3,192,76815
Farm10,HLS,2014,1,107,71001
Farm10,HLS,2014,2,336,22792
Farm10,HLS,2014,3,140,49921
Farm11,ELS,2013,1,440,10343
Farm11,ELS,2013,2,407,94842
Farm11,ELS,2013,3,236,64301
Farm11,ELS,2014,1,429,84641
Farm11,ELS,2014,2,316,36759
Farm11,ELS,2014,3,320,63733
Farm12,ELS,2013,1,9,45234
Farm12,ELS,2013,2,110,20488
Farm12,ELS,2013,3,462,51103
Farm12,ELS,2014,1,30,58049
Farm12,ELS,2014,2,345,14321
Farm12,ELS,2014,3,144,40842
Farm13,HLS,2013,1,29,40941
Farm13,HLS,2013,2,413,10373
Farm13,HLS,2013,3,377,41044
Farm13,HLS,2014,1,412,49489
Farm13,HLS,2014,2,477,83617
Farm13,HLS,2014,3,389,65320
Farm14,ELS,2013,1,101,67582
Farm14,ELS,2013,2,14,32908
Farm14,ELS,2013,3,244,56694
Farm14,ELS,2014,1,162,34056
Farm14,ELS,2014,2,365,76939
Farm14,ELS,2014,3,371,23487
Farm15,HLS,2013,1,298,74095
Farm15,HLS,2013,2,399,8475
Farm15,HLS,2013,3,151,74366
Farm15,HLS,2014,1,454,88804
Farm15,HLS,2014,2,491,73783
Farm15,HLS,2014,3,380,38030
Farm16,HLS,2013,1,251,17332
Farm16,HLS,2013,2,153,25616
Farm16,HLS,2013,3,446,58311
Farm16,HLS,2014,1,65,18947
Farm16,HLS,2014,2,260,55781
Farm16,HLS,2014,3,231,70158
Farm17,ELS,2013,1,413,16826
Farm17,ELS,2013,2,169,46029
Farm17,ELS,2013,3,78,45495
Farm17,ELS,2014,1,477,5798
Farm17,ELS,2014,2,273,13651
Farm17,ELS,2014,3,479,98472
Farm18,HLS,2013,1,197,81322
Farm18,HLS,2013,2,2,23921
Farm18,HLS,2013,3,173,13745
Farm18,HLS,2014,1,489,18520
Farm18,HLS,2014,2,468,78512
Farm18,HLS,2014,3,285,38171
Farm19,ELS,2013,1,368,41826
Farm19,ELS,2013,2,289,40186
Farm19,ELS,2013,3,303,34868
Farm19,ELS,2014,1,284,71178
Farm19,ELS,2014,2,245,69722
Farm19,ELS,2014,3,231,88030
Farm2,HLS,2013,1,102,26641
Farm2,HLS,2013,2,474,34761
Farm2,HLS,2013,3,175,83743
Farm2,HLS,2014,1,318,45949
Farm2,HLS,2014,2,177,50451
Farm2,HLS,2014,3,459,34619
Farm4,HLS,2013,1,173,32324
Farm4,HLS,2013,2,240,20929
Farm4,HLS,2013,3,362,6695
Farm4,HLS,2014,1,190,15458
Farm4,HLS,2014,2,369,80856
Farm4,HLS,2014,3,423,68759
Farm5,ELS,2013,1,83,88573
Farm5,ELS,2013,2,245,50487
Farm5,ELS,2013,3,299,89202
Farm5,ELS,2014,1,424,76369
Farm5,ELS,2014,2,127,92413
Farm5,ELS,2014,3,244,42889
Farm6,ELS,2013,1,164,18910
Farm6,ELS,2013,2,137,80254
Farm6,ELS,2013,3,221,63202
Farm6,ELS,2014,1,367,47993
Farm6,ELS,2014,2,264,37004
Farm6,ELS,2014,3,145,30208
Farm7,ELS,2013,1,129,24498
Farm7,ELS,2013,2,391,6436
Farm7,ELS,2013,3,19,61972
Farm7,ELS,2014,1,380,40241
Farm7,ELS,2014,2,277,99395
Farm7,ELS,2014,3,250,18124
Farm8,HLS,2013,1,74,44182
Farm8,HLS,2013,2,9,40101
Farm8,HLS,2013,3,268,13980
Farm8,HLS,2014,1,15,12546
Farm8,HLS,2014,2,485,63627
Farm8,HLS,2014,3,273,46943
Farm9,HLS,2013,1,274,75445
Farm9,HLS,2013,2,252,92367
Farm9,HLS,2013,3,249,18512
Farm9,HLS,2014,1,198,40814
Farm9,HLS,2014,2,390,16621
Farm9,HLS,2014,3,246,15500
Farm20,ELS,2013,1,4,56015
Farm20,ELS,2013,2,106,89322
Farm20,ELS,2013,3,325,42913
Farm20,ELS,2014,1,138,10857
Farm20,ELS,2014,2,133,31157
Farm20,ELS,2014,3,92,48840
Farm21,HLS,2013,1,89,27906
Farm21,HLS,2013,2,119,5854
Farm21,HLS,2013,3,349,90161
Farm21,HLS,2014,1,66,61749
Farm21,HLS,2014,2,408,18925
Farm21,HLS,2014,3,132,78274
Farm22,ELS,2013,1,307,98030
Farm22,ELS,2013,2,429,98337
Farm22,ELS,2013,3,122,24975
Farm22,ELS,2014,1,325,43676
Farm22,ELS,2014,2,190,27482
Farm22,ELS,2014,3,92,85393
Farm23,HLS,2013,1,167,9829
Farm23,HLS,2013,2,72,40265
Farm23,HLS,2013,3,123,31058
Farm23,HLS,2014,1,305,21367
Farm23,HLS,2014,2,404,42286
