Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,477,53936
Farm1,ELS,2013,2,116,43411
Farm1,ELS,2013,3,55,63700
Farm1,ELS,2014,1,146,78208
Farm1,ELS,2014,2,122,35668
Farm1,ELS,2014,3,40,47026
Farm10,HLS,2013,1,143,95112
Farm10,HLS,2013,2,85,76520
Farm10,HLS,2013,3,310,60312
Farm10,HLS,2014,1,431,90281
Farm10,HLS,2014,2,75,99572
Farm10,HLS,2014,3,374,23011
Farm11,ELS,2013,1,181,70989
Farm11,ELS,2013,2,348,85182
Farm11,ELS,2013,3,150,7304
Farm11,ELS,2014,1,433,84584
Farm11,ELS,2014,2,162,21236
Farm11,ELS,2014,3,118,55916
Farm12,ELS,2013,1,109,18764
Farm12,ELS,2013,2,237,55448
Farm12,ELS,2013,3,335,39861
Farm12,ELS,2014,1,390,21487
Farm12,ELS,2014,2,500,42647
Farm12,ELS,2014,3,167,48882
Farm13,HLS,2013,1,67,85710
Farm13,HLS,2013,2,483,43396
Farm13,HLS,2013,3,178,40612
Farm13,HLS,2014,1,302,10979
Farm13,HLS,2014,2,264,64368
Farm13,HLS,2014,3,447,13874
Farm14,ELS,2013,1,206,86257
Farm14,ELS,2013,2,365,87906
Farm14,ELS,2013,3,298,60241
Farm14,ELS,2014,1,37,86363
Farm14,ELS,2014,2,332,12295
Farm14,ELS,2014,3,112,39456
Farm15,HLS,2013,1,285,17857
Farm15,HLS,2013,2,487,8160
Farm15,HLS,2013,3,161,7891
Farm15,HLS,2014,1,322,42341
Farm15,HLS,2014,2,20,7904
Farm15,HLS,2014,3,405,14430
Farm16,HLS,2013,1,262,66632
Farm16,HLS,2013,2,34,47186
Farm16,HLS,2013,3,381,23786
Farm16,HLS,2014,1,251,25435
Farm16,HLS,2014,2,389,58343
Farm16,HLS,2014,3,109,73161
Farm17,ELS,2013,1,280,75485
Farm17,ELS,2013,2,455,91652
Farm17,ELS,2013,3,43,93372
Farm17,ELS,2014,1,174,96766
Farm17,ELS,2014,2,243,85771
Farm17,ELS,2014,3,138,55671
Farm18,HLS,2013,1,429,30469
Farm18,HLS,2013,2,250,48820
Farm18,HLS,2013,3,238,23597
Farm18,HLS,2014,1,79,34806
Farm18,HLS,2014,2,278,62699
Farm18,HLS,2014,3,490,54424
Farm19,ELS,2013,1,376,17936
Farm19,ELS,2013,2,365,8225
Farm19,ELS,2013,3,174,62445
Farm19,ELS,2014,1,391,58610
Farm19,ELS,2014,2,75,60060
Farm19,ELS,2014,3,45,27994
Farm2,HLS,2013,1,446,95150
Farm2,HLS,2013,2,116,36755
Farm2,HLS,2013,3,10,28549
Farm2,HLS,2014,1,446,94872
Farm2,HLS,2014,2,130,62609
Farm2,HLS,2014,3,136,12764
Farm4,HLS,2013,1,500,47932
Farm4,HLS,2013,2,292,71644
Farm4,HLS,2013,3,254,70569
Farm4,HLS,2014,1,43,30641
Farm4,HLS,2014,2,473,43477
Farm4,HLS,2014,3,360,73520
Farm5,ELS,2013,1,103,44535
Farm5,ELS,2013,2,175,71354
Farm5,ELS,2013,3,146,75312
Farm5,ELS,2014,1,251,18437
Farm5,ELS,2014,2,272,75283
Farm5,ELS,2014,3,255,8835
Farm6,ELS,2013,1,324,74033
Farm6,ELS,2013,2,226,52838
Farm6,ELS,2013,3,7,47621
Farm6,ELS,2014,1,461,39737
Farm6,ELS,2014,2,49,63051
Farm6,ELS,2014,3,275,61369
Farm7,ELS,2013,1,306,7872
Farm7,ELS,2013,2,474,38392
Farm7,ELS,2013,3,473,79767
Farm7,ELS,2014,1,438,86649
Farm7,ELS,2014,2,342,21191
Farm7,ELS,2014,3,49,43343
Farm8,HLS,2013,1,154,10702
Farm8,HLS,2013,2,213,91782
Farm8,HLS,2013,3,227,70861
Farm8,HLS,2014,1,100,96204
Farm8,HLS,2014,2,85,20405
Farm8,HLS,2014,3,236,58309
Farm9,HLS,2013,1,457,32856
Farm9,HLS,2013,2,429,10144
Farm9,HLS,2013,3,381,75390
Farm9,HLS,2014,1,274,93206
Farm9,HLS,2014,2,499,64592
Farm9,HLS,2014,3,434,68487
Farm20,ELS,2013,1,66,17063
Farm20,ELS,2013,2,84,61326
Farm20,ELS,2013,3,308,52297
Farm20,ELS,2014,1,422,43851
Farm20,ELS,2014,2,48,64097
Farm20,ELS,2014,3,35,86092
Farm21,HLS,2013,1,177,26862
