Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,167,37939
Farm1,ELS,2013,2,440,60152
Farm1,ELS,2013,3,77,58671
Farm1,ELS,2014,1,466,68002
Farm1,ELS,2014,2,446,32626
Farm1,ELS,2014,3,444,84158
Farm10,HLS,2013,1,144,99694
Farm10,HLS,2013,2,344,64538
Farm10,HLS,2013,3,483,37888
Farm10,HLS,2014,1,342,13564
Farm10,HLS,2014,2,221,68179
Farm10,HLS,2014,3,292,56044
Farm11,ELS,2013,1,447,37938
Farm11,ELS,2013,2,228,42114
Farm11,ELS,2013,3,395,21436
Farm11,ELS,2014,1,242,7360
Farm11,ELS,2014,2,338,54141
Farm11,ELS,2014,3,343,73830
Farm12,ELS,2013,1,471,21515
Farm12,ELS,2013,2,281,46951
Farm12,ELS,2013,3,343,28114
Farm12,ELS,2014,1,226,95789
Farm12,ELS,2014,2,381,20320
Farm12,ELS,2014,3,35,62215
Farm13,HLS,2013,1,285,37839
Farm13,HLS,2013,2,48,74670
Farm13,HLS,2013,3,365,72161
Farm13,HLS,2014,1,93,89813
Farm13,HLS,2014,2,281,65862
Farm13,HLS,2014,3,35,5429
Farm14,ELS,2013,1,98,41740
Farm14,ELS,2013,2,116,56865
Farm14,ELS,2013,3,173,87711
Farm14,ELS,2014,1,23,59235
Farm14,ELS,2014,2,418,66683
Farm14,ELS,2014,3,313,88746
Farm15,HLS,2013,1,300,79925
Farm15,HLS,2013,2,120,97983
Farm15,HLS,2013,3,231,73966
Farm15,HLS,2014,1,238,89288
Farm15,HLS,2014,2,308,79634
Farm15,HLS,2014,3,299,43792
Farm16,HLS,2013,1,352,6937
Farm16,HLS,2013,2,278,29545
Farm16,HLS,2013,3,114,25770
Farm16,HLS,2014,1,351,72138
Farm16,HLS,2014,2,260,89451
Farm16,HLS,2014,3,46,49569
Farm17,ELS,2013,1,106,73056
Farm17,ELS,2013,2,11,37010
Farm17,ELS,2013,3,450,34081
Farm17,ELS,2014,1,233,63449
Farm17,ELS,2014,2,153,5509
Farm17,ELS,2014,3,17,88402
Farm18,HLS,2013,1,11,85731
Farm18,HLS,2013,2,59,68434
Farm18,HLS,2013,3,270,81114
Farm18,HLS,2014,1,215,42980
Farm18,HLS,2014,2,236,10254
Farm18,HLS,2014,3,79,28916
Farm19,ELS,2013,1,379,68044
Farm19,ELS,2013,2,417,85795
Farm19,ELS,2013,3,469,30515
Farm19,ELS,2014,1,488,47080
Farm19,ELS,2014,2,400,36404
Farm19,ELS,2014,3,354,9223
Farm2,HLS,2013,1,418,84202
Farm2,HLS,2013,2,26,31440
Farm2,HLS,2013,3,454,32282
Farm2,HLS,2014,1,196,47195
Farm2,HLS,2014,2,107,54172
Farm2,HLS,2014,3,79,99639
Farm4,HLS,2013,1,143,91917
Farm4,HLS,2013,2,125,17218
Farm4,HLS,2013,3,35,25235
Farm4,HLS,2014,1,359,26998
Farm4,HLS,2014,2,490,34541
Farm4,HLS,2014,3,207,9392
Farm5,ELS,2013,1,256,53431
Farm5,ELS,2013,2,338,82245
Farm5,ELS,2013,3,40,39161
Farm5,ELS,2014,1,123,41581
Farm5,ELS,2014,2,266,50442
Farm5,ELS,2014,3,106,8938
Farm6,ELS,2013,1,416,99015
Farm6,ELS,2013,2,14,54945
Farm6,ELS,2013,3,284,73226
Farm6,ELS,2014,1,432,46311
Farm6,ELS,2014,2,264,59823
Farm6,ELS,2014,3,373,9709
Farm7,ELS,2013,1,137,87775
Farm7,ELS,2013,2,350,18100
Farm7,ELS,2013,3,96,93199
Farm7,ELS,2014,1,71,80052
Farm7,ELS,2014,2,40,20569
Farm7,ELS,2014,3,108,89372
Farm8,HLS,2013,1,486,65366
Farm8,HLS,2013,2,379,6067
Farm8,HLS,2013,3,15,53338
Farm8,HLS,2014,1,316,63285
Farm8,HLS,2014,2,186,82983
Farm8,HLS,2014,3,92,30458
Farm9,HLS,2013,1,30,66075
Farm9,HLS,2013,2,435,40709
Farm9,HLS,2013,3,323,27986
Farm9,HLS,2014,1,368,96426
Farm9,HLS,2014,2,28,10292
Farm9,HLS,2014,3,132,16585
Farm20,HLS,2013,1,325,54755
Farm20,HLS,2013,2,177,37838
Farm20,HLS,2013,3,491,59449
Farm20,HLS,2014,1,237,86569
Farm20,HLS,2014,2,156,29848
Farm20,HLS,2014,3,116,7641
Farm21,HLS,2013,1,412,47611
Farm21,HLS,2013,2,193,44217
Farm21,HLS,2013,3,163,96442
Farm21,HLS,2014,1,453,47344
Farm21,HLS,2014,2,188,56644
Farm21,HLS,2014,3,186,87889
Farm22,HLS,2013,1,328,79266
Farm22,HLS,2013,2,62,54911
Farm22,HLS,2013,3,171,33680
Farm22,HLS,2014,1,204,67045
Farm22,HLS,2014,2,53,40868
Farm22,HLS,2014,3,188,94814
Farm23,HLS,2013,1,100,14477
Farm23,HLS,2013,2,134,23582
Farm23,HLS,2013,3,157,36525
Farm23,HLS,2014,1,368,71691
Farm23,HLS,2014,2,34,33887
Farm23,HLS,2014,3,57,18674
Farm24,ELS,2013,1,22,16769
Farm24,ELS,2013,2,226,49553
Farm24,ELS,2013,3,85,50080
Farm24,ELS,2014,1,365,75936
Farm24,ELS,2014,2,475,76575
Farm24,ELS,2014,3,70,80345
Farm25,HLS,2013,1,242,89165
Farm25,HLS,2013,2,162,24739
Farm25,HLS,2013,3,289,10935
Farm25,HLS,2014,1,64,67715
Farm25,HLS,2014,2,293,69666
Farm25,HLS,2014,3,359,51241
Farm26,ELS,2013,1,227,96820
