Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,421,53828
Farm1,ELS,2013,2,490,83071
Farm1,ELS,2013,3,244,65904
Farm1,ELS,2014,1,82,87051
Farm1,ELS,2014,2,451,83926
Farm1,ELS,2014,3,76,94265
Farm10,HLS,2013,1,374,48508
Farm10,HLS,2013,2,487,51768
Farm10,HLS,2013,3,8,12522
Farm10,HLS,2014,1,496,93797
Farm10,HLS,2014,2,7,10266
Farm10,HLS,2014,3,302,36807
Farm11,ELS,2013,1,295,99826
Farm11,ELS,2013,2,176,52994
Farm11,ELS,2013,3,427,34048
Farm11,ELS,2014,1,464,18198
Farm11,ELS,2014,2,47,6612
Farm11,ELS,2014,3,161,98996
Farm12,ELS,2013,1,481,84122
Farm12,ELS,2013,2,135,11123
Farm12,ELS,2013,3,140,96654
Farm12,ELS,2014,1,142,27118
Farm12,ELS,2014,2,183,54275
Farm12,ELS,2014,3,177,39748
Farm13,HLS,2013,1,73,84450
Farm13,HLS,2013,2,153,40038
Farm13,HLS,2013,3,340,52460
Farm13,HLS,2014,1,40,39902
Farm13,HLS,2014,2,97,40415
Farm13,HLS,2014,3,249,30267
Farm14,ELS,2013,1,394,88474
Farm14,ELS,2013,2,316,96185
Farm14,ELS,2013,3,366,37855
Farm14,ELS,2014,1,409,40769
Farm14,ELS,2014,2,413,30663
Farm14,ELS,2014,3,28,68070
Farm15,HLS,2013,1,38,67385
Farm15,HLS,2013,2,175,34617
Farm15,HLS,2013,3,245,49244
Farm15,HLS,2014,1,2,52988
Farm15,HLS,2014,2,127,7017
Farm15,HLS,2014,3,331,75105
Farm16,HLS,2013,1,146,63352
Farm16,HLS,2013,2,412,53722
Farm16,HLS,2013,3,202,10867
Farm16,HLS,2014,1,153,55059
Farm16,HLS,2014,2,285,73034
Farm16,HLS,2014,3,197,56980
Farm17,ELS,2013,1,298,35199
Farm17,ELS,2013,2,482,16690
Farm17,ELS,2013,3,391,29905
Farm17,ELS,2014,1,248,29419
Farm17,ELS,2014,2,150,11978
Farm17,ELS,2014,3,220,43715
Farm18,HLS,2013,1,159,87379
Farm18,HLS,2013,2,455,81927
Farm18,HLS,2013,3,246,29431
Farm18,HLS,2014,1,352,48904
Farm18,HLS,2014,2,170,54045
Farm18,HLS,2014,3,453,62381
