Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,383,95797
Farm1,ELS,2013,2,443,55940
Farm1,ELS,2013,3,381,56558
Farm1,ELS,2014,1,241,60123
Farm1,ELS,2014,2,407,35693
Farm1,ELS,2014,3,415,88668
Farm10,HLS,2013,1,189,35689
Farm10,HLS,2013,2,60,35781
Farm10,HLS,2013,3,55,19490
Farm10,HLS,2014,1,35,68274
Farm10,HLS,2014,2,81,63216
Farm10,HLS,2014,3,85,65484
Farm11,ELS,2013,1,159,39948
Farm11,ELS,2013,2,386,67311
Farm11,ELS,2013,3,473,68822
Farm11,ELS,2014,1,235,78169
Farm11,ELS,2014,2,22,30907
Farm11,ELS,2014,3,258,70668
Farm12,ELS,2013,1,4,7834
Farm12,ELS,2013,2,172,54639
Farm12,ELS,2013,3,485,58370
Farm12,ELS,2014,1,278,96027
Farm12,ELS,2014,2,113,15878
Farm12,ELS,2014,3,204,6396
Farm13,HLS,2013,1,500,98618
Farm13,HLS,2013,2,317,98439
Farm13,HLS,2013,3,75,48381
Farm13,HLS,2014,1,401,24704
Farm13,HLS,2014,2,287,27422
Farm13,HLS,2014,3,151,90705
Farm14,ELS,2013,1,434,69347
Farm14,ELS,2013,2,152,33676
Farm14,ELS,2013,3,442,45034
Farm14,ELS,2014,1,495,91354
Farm14,ELS,2014,2,163,20278
Farm14,ELS,2014,3,473,17969
Farm15,HLS,2013,1,381,28544
Farm15,HLS,2013,2,184,48558
Farm15,HLS,2013,3,345,38984
Farm15,HLS,2014,1,127,82999
Farm15,HLS,2014,2,463,23839
Farm15,HLS,2014,3,237,84212
Farm16,HLS,2013,1,448,62320
Farm16,HLS,2013,2,295,18158
Farm16,HLS,2013,3,6,90924
Farm16,HLS,2014,1,389,64343
Farm16,HLS,2014,2,289,29312
Farm16,HLS,2014,3,260,19684
Farm17,ELS,2013,1,492,28054
Farm17,ELS,2013,2,177,49371
Farm17,ELS,2013,3,278,24507
Farm17,ELS,2014,1,47,33960
Farm17,ELS,2014,2,404,10547
Farm17,ELS,2014,3,494,95413
Farm18,HLS,2013,1,51,31164
Farm18,HLS,2013,2,241,85368
Farm18,HLS,2013,3,350,34135
Farm18,HLS,2014,1,221,39296
Farm18,HLS,2014,2,465,12251
Farm18,HLS,2014,3,55,60423
Farm19,ELS,2013,1,104,40782
Farm19,ELS,2013,2,258,98508
Farm19,ELS,2013,3,106,77255
Farm19,ELS,2014,1,133,60356
Farm19,ELS,2014,2,316,83226
Farm19,ELS,2014,3,77,41233
Farm2,HLS,2013,1,475,44965
Farm2,HLS,2013,2,251,95248
Farm2,HLS,2013,3,211,22843
Farm2,HLS,2014,1,249,24468
Farm2,HLS,2014,2,136,23993
Farm2,HLS,2014,3,27,61339
Farm4,HLS,2013,1,254,38395
Farm4,HLS,2013,2,259,59996
Farm4,HLS,2013,3,484,83997
Farm4,HLS,2014,1,282,38206
Farm4,HLS,2014,2,201,42794
Farm4,HLS,2014,3,416,45233
Farm5,ELS,2013,1,387,65936
Farm5,ELS,2013,2,384,51796
Farm5,ELS,2013,3,18,20090
Farm5,ELS,2014,1,210,27143
Farm5,ELS,2014,2,350,44292
Farm5,ELS,2014,3,134,15805
Farm6,ELS,2013,1,89,97074
Farm6,ELS,2013,2,315,67396
Farm6,ELS,2013,3,159,48817
Farm6,ELS,2014,1,104,63084
Farm6,ELS,2014,2,98,72216
Farm6,ELS,2014,3,330,84844
Farm7,ELS,2013,1,100,19473
Farm7,ELS,2013,2,273,93902
Farm7,ELS,2013,3,123,82999
Farm7,ELS,2014,1,496,68688
Farm7,ELS,2014,2,236,25466
Farm7,ELS,2014,3,250,58416
Farm8,HLS,2013,1,309,59382
Farm8,HLS,2013,2,410,66037
Farm8,HLS,2013,3,68,5627
Farm8,HLS,2014,1,292,57436
Farm8,HLS,2014,2,25,9961
Farm8,HLS,2014,3,96,62959
Farm9,HLS,2013,1,82,52497
Farm9,HLS,2013,2,500,42014
Farm9,HLS,2013,3,32,29903
Farm9,HLS,2014,1,297,57007
Farm9,HLS,2014,2,300,52670
Farm9,HLS,2014,3,327,72635
Farm20,ELS,2013,1,65,22407
Farm20,ELS,2013,2,202,19321
Farm20,ELS,2013,3,117,11293
Farm20,ELS,2014,1,157,34743
Farm20,ELS,2014,2,454,87331
Farm20,ELS,2014,3,485,61718
Farm21,HLS,2013,1,292,73775
Farm21,HLS,2013,2,193,92552
Farm21,HLS,2013,3,375,35457
Farm21,HLS,2014,1,459,5582
Farm21,HLS,2014,2,474,11595
Farm21,HLS,2014,3,228,34554
Farm22,ELS,2013,1,211,99771
Farm22,ELS,2013,2,49,80139
Farm22,ELS,2013,3,350,56118
Farm22,ELS,2014,1,222,62051
Farm22,ELS,2014,2,321,20514
Farm22,ELS,2014,3,389,74052
Farm23,HLS,2013,1,41,50770
Farm23,HLS,2013,2,206,9892
Farm23,HLS,2013,3,36,30772
Farm23,HLS,2014,1,435,91863
Farm23,HLS,2014,2,164,89504
Farm23,HLS,2014,3,115,12087
Farm24,ELS,2013,1,437,38820
Farm24,ELS,2013,2,263,33195
Farm24,ELS,2013,3,58,16207
Farm24,ELS,2014,1,282,85829
Farm24,ELS,2014,2,445,89983
Farm24,ELS,2014,3,271,81667
Farm25,HLS,2013,1,74,16983
Farm25,HLS,2013,2,187,87695
Farm25,HLS,2013,3,322,5308
Farm25,HLS,2014,1,304,85350
Farm25,HLS,2014,2,408,52291
Farm25,HLS,2014,3,438,39868
Farm26,HLS,2013,1,388,45981
Farm26,HLS,2013,2,73,93242
Farm26,HLS,2013,3,63,85398
Farm26,HLS,2014,1,12,50879
Farm26,HLS,2014,2,221,11480
Farm26,HLS,2014,3,211,87317
Farm27,ELS,2013,1,409,13544
Farm27,ELS,2013,2,294,56711
Farm27,ELS,2013,3,135,29427
Farm27,ELS,2014,1,139,30372
Farm27,ELS,2014,2,3,67629
Farm27,ELS,2014,3,499,38227
Farm28,HLS,2013,1,312,57544
Farm28,HLS,2013,2,263,48746
Farm28,HLS,2013,3,210,94387
Farm28,HLS,2014,1,289,7428
Farm28,HLS,2014,2,130,47256
Farm28,HLS,2014,3,408,83534
Farm29,HLS,2013,1,475,67415
Farm29,HLS,2013,2,63,62909
Farm29,HLS,2013,3,341,23844
Farm29,HLS,2014,1,100,76697
Farm29,HLS,2014,2,340,95299
Farm29,HLS,2014,3,289,83894
Farm30,HLS,2013,1,244,50718
Farm30,HLS,2013,2,310,81455
Farm30,HLS,2013,3,352,22573
Farm30,HLS,2014,1,268,25357
Farm30,HLS,2014,2,337,32700
Farm30,HLS,2014,3,146,82864
Farm31,HLS,2013,1,487,6919
Farm31,HLS,2013,2,145,28104
Farm31,HLS,2013,3,51,61885
Farm31,HLS,2014,1,389,39882
Farm31,HLS,2014,2,383,33680
Farm31,HLS,2014,3,482,18806
Farm32,HLS,2013,1,205,13679
Farm32,HLS,2013,2,334,56029
Farm32,HLS,2013,3,83,22099
Farm32,HLS,2014,1,438,29143
Farm32,HLS,2014,2,457,26064
Farm32,HLS,2014,3,285,48317
Farm33,ELS,2013,1,482,81258
Farm33,ELS,2013,2,269,23788
Farm33,ELS,2013,3,33,99080
Farm33,ELS,2014,1,370,49057
Farm33,ELS,2014,2,478,89121
Farm33,ELS,2014,3,232,84900
Farm34,HLS,2013,1,77,40606
Farm34,HLS,2013,2,409,81870
Farm34,HLS,2013,3,236,65675
Farm34,HLS,2014,1,168,11157
Farm34,HLS,2014,2,297,62361
Farm34,HLS,2014,3,141,93544
Farm35,HLS,2013,1,205,77197
Farm35,HLS,2013,2,36,45633
Farm35,HLS,2013,3,168,71019
Farm35,HLS,2014,1,59,90315
Farm35,HLS,2014,2,55,83833
Farm35,HLS,2014,3,369,90027
Farm36,HLS,2013,1,76,13196
Farm36,HLS,2013,2,101,84275
Farm36,HLS,2013,3,64,31970
Farm36,HLS,2014,1,14,85247
Farm36,HLS,2014,2,466,49144
Farm36,HLS,2014,3,467,99762
Farm37,ELS,2013,1,440,77365
Farm37,ELS,2013,2,145,74077
Farm37,ELS,2013,3,297,9716
Farm37,ELS,2014,1,128,92259
