Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,248,16243
Farm1,ELS,2013,2,418,38386
Farm1,ELS,2013,3,445,53739
Farm1,ELS,2014,1,96,94365
Farm1,ELS,2014,2,432,14710
Farm1,ELS,2014,3,79,34273
Farm10,HLS,2013,1,95,18159
Farm10,HLS,2013,2,226,10394
Farm10,HLS,2013,3,228,92706
Farm10,HLS,2014,1,482,23749
Farm10,HLS,2014,2,352,42850
Farm10,HLS,2014,3,243,8470
Farm11,ELS,2013,1,152,10744
Farm11,ELS,2013,2,228,48784
Farm11,ELS,2013,3,275,26602
Farm11,ELS,2014,1,10,98787
Farm11,ELS,2014,2,496,73841
Farm11,ELS,2014,3,217,27244
Farm12,ELS,2013,1,105,59235
Farm12,ELS,2013,2,458,30270
Farm12,ELS,2013,3,234,7769
Farm12,ELS,2014,1,45,23758
Farm12,ELS,2014,2,284,92688
Farm12,ELS,2014,3,353,53809
Farm13,HLS,2013,1,230,15500
Farm13,HLS,2013,2,399,96853
Farm13,HLS,2013,3,30,66837
Farm13,HLS,2014,1,90,75768
Farm13,HLS,2014,2,170,85831
Farm13,HLS,2014,3,5,8582
Farm14,ELS,2013,1,409,37870
Farm14,ELS,2013,2,35,81250
Farm14,ELS,2013,3,467,33810
Farm14,ELS,2014,1,478,63855
Farm14,ELS,2014,2,425,86336
Farm14,ELS,2014,3,190,8417
Farm15,HLS,2013,1,377,70652
Farm15,HLS,2013,2,394,25022
Farm15,HLS,2013,3,430,65413
Farm15,HLS,2014,1,416,78258
Farm15,HLS,2014,2,445,68361
Farm15,HLS,2014,3,295,31468
Farm16,HLS,2013,1,118,46537
Farm16,HLS,2013,2,482,79724
Farm16,HLS,2013,3,8,46719
Farm16,HLS,2014,1,245,29889
Farm16,HLS,2014,2,54,46209
Farm16,HLS,2014,3,26,94411
Farm17,ELS,2013,1,66,34135
Farm17,ELS,2013,2,410,63901
Farm17,ELS,2013,3,385,53898
Farm17,ELS,2014,1,99,54336
Farm17,ELS,2014,2,345,33184
Farm17,ELS,2014,3,85,86962
Farm18,HLS,2013,1,373,83614
Farm18,HLS,2013,2,311,34223
Farm18,HLS,2013,3,384,64784
Farm18,HLS,2014,1,164,96187
Farm18,HLS,2014,2,199,29284
Farm18,HLS,2014,3,101,26327
Farm19,ELS,2013,1,244,66087
Farm19,ELS,2013,2,363,30418
Farm19,ELS,2013,3,152,95614
Farm19,ELS,2014,1,19,66504
Farm19,ELS,2014,2,452,71662
Farm19,ELS,2014,3,429,93601
Farm2,HLS,2013,1,235,30573
Farm2,HLS,2013,2,81,33896
Farm2,HLS,2013,3,161,14633
Farm2,HLS,2014,1,98,84563
Farm2,HLS,2014,2,108,69771
Farm2,HLS,2014,3,377,32171
Farm4,HLS,2013,1,210,27265
Farm4,HLS,2013,2,268,50191
Farm4,HLS,2013,3,286,12133
Farm4,HLS,2014,1,22,47877
Farm4,HLS,2014,2,19,33909
Farm4,HLS,2014,3,439,19035
Farm5,ELS,2013,1,366,44077
Farm5,ELS,2013,2,20,68538
Farm5,ELS,2013,3,308,79636
Farm5,ELS,2014,1,141,22952
Farm5,ELS,2014,2,391,90919
Farm5,ELS,2014,3,14,95978
Farm6,ELS,2013,1,357,80014
Farm6,ELS,2013,2,383,9170
Farm6,ELS,2013,3,144,79284
Farm6,ELS,2014,1,243,37714
Farm6,ELS,2014,2,140,44838
Farm6,ELS,2014,3,211,81174
Farm7,ELS,2013,1,34,60151
Farm7,ELS,2013,2,489,40696
Farm7,ELS,2013,3,136,94693
Farm7,ELS,2014,1,358,89366
Farm7,ELS,2014,2,200,51223
Farm7,ELS,2014,3,187,74459
Farm8,HLS,2013,1,339,58253
Farm8,HLS,2013,2,130,76685
Farm8,HLS,2013,3,272,12709
Farm8,HLS,2014,1,121,27049
Farm8,HLS,2014,2,418,48461
Farm8,HLS,2014,3,173,28378
Farm9,HLS,2013,1,320,34356
Farm9,HLS,2013,2,278,30553
Farm9,HLS,2013,3,255,96372
Farm9,HLS,2014,1,390,36686
Farm9,HLS,2014,2,230,35246
Farm9,HLS,2014,3,438,67951
Farm20,HLS,2013,1,140,19701
Farm20,HLS,2013,2,290,51352
Farm20,HLS,2013,3,168,35477
Farm20,HLS,2014,1,400,87763
Farm20,HLS,2014,2,348,50217
Farm20,HLS,2014,3,401,14253
Farm21,ELS,2013,1,209,9347
Farm21,ELS,2013,2,303,70947
Farm21,ELS,2013,3,69,94306
Farm21,ELS,2014,1,74,13260
Farm21,ELS,2014,2,416,84078
Farm21,ELS,2014,3,100,13397
Farm22,HLS,2013,1,500,32322
Farm22,HLS,2013,2,290,28266
Farm22,HLS,2013,3,341,28969
Farm22,HLS,2014,1,242,62732
Farm22,HLS,2014,2,450,50739
Farm22,HLS,2014,3,474,90385
Farm23,ELS,2013,1,325,29652
Farm23,ELS,2013,2,202,68937
Farm23,ELS,2013,3,167,9422
Farm23,ELS,2014,1,268,51434
Farm23,ELS,2014,2,385,40403
Farm23,ELS,2014,3,99,37442
Farm24,ELS,2013,1,408,71708
Farm24,ELS,2013,2,438,95818
Farm24,ELS,2013,3,250,72651
Farm24,ELS,2014,1,408,48567
Farm24,ELS,2014,2,262,96425
Farm24,ELS,2014,3,294,34335
Farm25,HLS,2013,1,309,66474
Farm25,HLS,2013,2,392,31451
Farm25,HLS,2013,3,74,94586
Farm25,HLS,2014,1,467,36542
Farm25,HLS,2014,2,329,9594
Farm25,HLS,2014,3,73,76527
Farm26,HLS,2013,1,184,28639
Farm26,HLS,2013,2,297,51617
Farm26,HLS,2013,3,251,53081
Farm26,HLS,2014,1,384,44730
Farm26,HLS,2014,2,412,34168
Farm26,HLS,2014,3,13,6734
Farm27,HLS,2013,1,231,71350
Farm27,HLS,2013,2,138,43949
Farm27,HLS,2013,3,35,49338
Farm27,HLS,2014,1,209,90751
Farm27,HLS,2014,2,280,10607
Farm27,HLS,2014,3,61,12720
Farm28,HLS,2013,1,318,53125
Farm28,HLS,2013,2,265,96805
Farm28,HLS,2013,3,238,76596
Farm28,HLS,2014,1,229,51014
Farm28,HLS,2014,2,65,76564
Farm28,HLS,2014,3,45,10081
Farm29,HLS,2013,1,454,29597
Farm29,HLS,2013,2,476,93253
Farm29,HLS,2013,3,343,89460
Farm29,HLS,2014,1,230,45312
Farm29,HLS,2014,2,59,63233
Farm29,HLS,2014,3,70,83515
Farm30,HLS,2013,1,166,99712
Farm30,HLS,2013,2,338,21442
Farm30,HLS,2013,3,327,64624
Farm30,HLS,2014,1,112,55907
Farm30,HLS,2014,2,313,28486
Farm30,HLS,2014,3,452,15793
Farm31,ELS,2013,1,279,11266
Farm31,ELS,2013,2,443,29717
Farm31,ELS,2013,3,141,40512
Farm31,ELS,2014,1,448,91637
Farm31,ELS,2014,2,386,45405
Farm31,ELS,2014,3,64,13624
Farm32,ELS,2013,1,340,68421
Farm32,ELS,2013,2,153,82931
Farm32,ELS,2013,3,319,81783
Farm32,ELS,2014,1,1,54774
Farm32,ELS,2014,2,426,27190
Farm32,ELS,2014,3,360,36384
Farm33,ELS,2013,1,189,45000
Farm33,ELS,2013,2,108,71487
Farm33,ELS,2013,3,278,49233
Farm33,ELS,2014,1,196,14515
Farm33,ELS,2014,2,240,73320
Farm33,ELS,2014,3,341,48204
Farm34,HLS,2013,1,155,31727
Farm34,HLS,2013,2,179,69691
