Farm,Type,Year,Round,Bees,Floral
Farm1,ELS,2013,1,352,43301
Farm1,ELS,2013,2,369,71342
Farm1,ELS,2013,3,136,37758
Farm1,ELS,2014,1,477,61217
Farm1,ELS,2014,2,310,77290
Farm1,ELS,2014,3,271,29947
Farm10,HLS,2013,1,457,93636
Farm10,HLS,2013,2,218,34857
Farm10,HLS,2013,3,18,36728
Farm10,HLS,2014,1,64,39095
Farm10,HLS,2014,2,207,16699
Farm10,HLS,2014,3,317,67676
Farm11,ELS,2013,1,411,38627
Farm11,ELS,2013,2,152,15756
Farm11,ELS,2013,3,142,76493
Farm11,ELS,2014,1,472,78821
Farm11,ELS,2014,2,398,31740
Farm11,ELS,2014,3,128,27621
Farm12,ELS,2013,1,195,32920
Farm12,ELS,2013,2,346,42728
Farm12,ELS,2013,3,62,27974
Farm12,ELS,2014,1,2,45034
Farm12,ELS,2014,2,70,50955
Farm12,ELS,2014,3,86,22898
Farm13,HLS,2013,1,159,95715
Farm13,HLS,2013,2,386,11248
Farm13,HLS,2013,3,382,86732
Farm13,HLS,2014,1,292,96887
Farm13,HLS,2014,2,364,33121
Farm13,HLS,2014,3,416,76022
Farm14,ELS,2013,1,302,59659
Farm14,ELS,2013,2,241,20038
Farm14,ELS,2013,3,125,11557
Farm14,ELS,2014,1,188,12697
Farm14,ELS,2014,2,169,40379
Farm14,ELS,2014,3,315,35149
Farm15,HLS,2013,1,407,66402
Farm15,HLS,2013,2,273,70138
Farm15,HLS,2013,3,252,10605
Farm15,HLS,2014,1,364,30374
Farm15,HLS,2014,2,34,76668
Farm15,HLS,2014,3,222,47145
Farm16,HLS,2013,1,54,56707
Farm16,HLS,2013,2,9,66116
Farm16,HLS,2013,3,387,47938
Farm16,HLS,2014,1,210,59834
Farm16,HLS,2014,2,339,93017
Farm16,HLS,2014,3,62,69594
Farm17,ELS,2013,1,151,15285
Farm17,ELS,2013,2,258,66967
Farm17,ELS,2013,3,188,7895
Farm17,ELS,2014,1,479,61235
Farm17,ELS,2014,2,30,16995
Farm17,ELS,2014,3,394,85703
Farm18,HLS,2013,1,101,88634
Farm18,HLS,2013,2,194,35133
Farm18,HLS,2013,3,460,83052
Farm18,HLS,2014,1,9,95312
Farm18,HLS,2014,2,454,19608
Farm18,HLS,2014,3,21,81349
Farm19,ELS,2013,1,171,31259
Farm19,ELS,2013,2,390,56924
Farm19,ELS,2013,3,280,39730
Farm19,ELS,2014,1,151,81181
Farm19,ELS,2014,2,183,27138
Farm19,ELS,2014,3,313,20692
Farm2,HLS,2013,1,105,50174
Farm2,HLS,2013,2,402,45438
Farm2,HLS,2013,3,138,62367
Farm2,HLS,2014,1,269,13129
Farm2,HLS,2014,2,60,56187
Farm2,HLS,2014,3,329,87545
Farm4,HLS,2013,1,134,99435
Farm4,HLS,2013,2,142,47176
Farm4,HLS,2013,3,161,49226
Farm4,HLS,2014,1,246,48263
Farm4,HLS,2014,2,439,71763
Farm4,HLS,2014,3,336,68839
Farm5,ELS,2013,1,345,15950
Farm5,ELS,2013,2,204,36377
Farm5,ELS,2013,3,218,65669
Farm5,ELS,2014,1,427,83817
Farm5,ELS,2014,2,101,99376
Farm5,ELS,2014,3,10,39078
Farm6,ELS,2013,1,321,98174
Farm6,ELS,2013,2,66,68019
Farm6,ELS,2013,3,4,97440
Farm6,ELS,2014,1,279,12696
Farm6,ELS,2014,2,186,68177
Farm6,ELS,2014,3,366,81296
Farm7,ELS,2013,1,34,43006
Farm7,ELS,2013,2,98,8835
Farm7,ELS,2013,3,86,16090
Farm7,ELS,2014,1,442,51392
Farm7,ELS,2014,2,146,40691
Farm7,ELS,2014,3,437,69968
Farm8,HLS,2013,1,102,42166
Farm8,HLS,2013,2,80,93676
Farm8,HLS,2013,3,92,42347
Farm8,HLS,2014,1,132,93354
Farm8,HLS,2014,2,336,29954
Farm8,HLS,2014,3,302,72554
Farm9,HLS,2013,1,158,59539
Farm9,HLS,2013,2,70,76737
Farm9,HLS,2013,3,170,21678
Farm9,HLS,2014,1,77,43126
Farm9,HLS,2014,2,285,75508
Farm9,HLS,2014,3,311,44269
Farm20,ELS,2013,1,416,39324
Farm20,ELS,2013,2,339,89568
Farm20,ELS,2013,3,483,67964
Farm20,ELS,2014,1,61,95501
Farm20,ELS,2014,2,166,76521
Farm20,ELS,2014,3,179,47551
Farm21,HLS,2013,1,39,82467
Farm21,HLS,2013,2,271,43688
Farm21,HLS,2013,3,399,94849
Farm21,HLS,2014,1,436,48007
Farm21,HLS,2014,2,71,34357
Farm21,HLS,2014,3,272,99378
Farm22,ELS,2013,1,65,79653
Farm22,ELS,2013,2,335,27802
Farm22,ELS,2013,3,429,24212
Farm22,ELS,2014,1,366,57515
Farm22,ELS,2014,2,327,49734
Farm22,ELS,2014,3,406,67753
Farm23,HLS,2013,1,375,46446
Farm23,HLS,2013,2,413,28881
Farm23,HLS,2013,3,356,22082
Farm23,HLS,2014,1,381,17381
Farm23,HLS,2014,2,441,90108
Farm23,HLS,2014,3,379,32697
Farm24,ELS,2013,1,164,68528
Farm24,ELS,2013,2,110,69347
Farm24,ELS,2013,3,81,5896
Farm24,ELS,2014,1,303,72239
Farm24,ELS,2014,2,143,16511
Farm24,ELS,2014,3,88,92444
Farm25,ELS,2013,1,463,63673
Farm25,ELS,2013,2,460,26044
Farm25,ELS,2013,3,28,13352
Farm25,ELS,2014,1,307,83984
Farm25,ELS,2014,2,119,30808
Farm25,ELS,2014,3,451,72398
Farm26,ELS,2013,1,421,94015
Farm26,ELS,2013,2,278,15758
Farm26,ELS,2013,3,351,55144
Farm26,ELS,2014,1,383,97543
Farm26,ELS,2014,2,420,28725
Farm26,ELS,2014,3,369,93150
Farm27,ELS,2013,1,138,87920
Farm27,ELS,2013,2,56,95023
Farm27,ELS,2013,3,228,77665
Farm27,ELS,2014,1,301,51853
Farm27,ELS,2014,2,173,44253
Farm27,ELS,2014,3,422,61811
Farm28,HLS,2013,1,380,56474
Farm28,HLS,2013,2,406,99377
Farm28,HLS,2013,3,238,71410
Farm28,HLS,2014,1,433,56008
Farm28,HLS,2014,2,76,23442
Farm28,HLS,2014,3,250,50560
Farm29,ELS,2013,1,2,89722
Farm29,ELS,2013,2,158,7243
Farm29,ELS,2013,3,374,66345
Farm29,ELS,2014,1,378,69372
Farm29,ELS,2014,2,39,22841
Farm29,ELS,2014,3,293,42566
Farm30,HLS,2013,1,6,32234
Farm30,HLS,2013,2,455,16749
Farm30,HLS,2013,3,188,65979
Farm30,HLS,2014,1,119,61630
Farm30,HLS,2014,2,495,85815
Farm30,HLS,2014,3,390,89737
Farm31,ELS,2013,1,370,95984
Farm31,ELS,2013,2,132,77537
Farm31,ELS,2013,3,367,44676
Farm31,ELS,2014,1,29,98619
Farm31,ELS,2014,2,471,59043
Farm31,ELS,2014,3,246,98930
Farm32,ELS,2013,1,92,28394
Farm32,ELS,2013,2,457,53911
Farm32,ELS,2013,3,95,63229
Farm32,ELS,2014,1,185,78231
Farm32,ELS,2014,2,118,71528
Farm32,ELS,2014,3,436,19375
Farm33,ELS,2013,1,338,5065
Farm33,ELS,2013,2,102,52214
Farm33,ELS,2013,3,140,9599
Farm33,ELS,2014,1,183,30055
Farm33,ELS,2014,2,397,40385
Farm33,ELS,2014,3,202,22293
Farm34,ELS,2013,1,17,47832
Farm34,ELS,2013,2,399,18122
Farm34,ELS,2013,3,294,63557
Farm34,ELS,2014,1,434,37578
Farm34,ELS,2014,2,351,83052
Farm34,ELS,2014,3,114,47520
Farm35,ELS,2013,1,411,60447
Farm35,ELS,2013,2,376,98167
Farm35,ELS,2013,3,213,42502
Farm35,ELS,2014,1,208,46102
Farm35,ELS,2014,2,182,93550
Farm35,ELS,2014,3,378,78898
Farm36,ELS,2013,1,243,82279
Farm36,ELS,2013,2,485,73342
Farm36,ELS,2013,3,288,40156
Farm36,ELS,2014,1,243,19764
Farm36,ELS,2014,2,398,51294
Farm36,ELS,2014,3,280,38392
Farm37,HLS,2013,1,477,25636
Farm37,HLS,2013,2,301,11420
Farm37,HLS,2013,3,312,64689
Farm37,HLS,2014,1,224,35609
Farm37,HLS,2014,2,15,68396
Farm37,HLS,2014,3,499,70079
Farm38,ELS,2013,1,432,11274
Farm38,ELS,2013,2,230,70015
Farm38,ELS,2013,3,170,68087
Farm38,ELS,2014,1,80,35796
Farm38,ELS,2014,2,69,5897
Farm38,ELS,2014,3,239,75320
Farm39,HLS,2013,1,455,56107
Farm39,HLS,2013,2,390,54349
Farm39,HLS,2013,3,336,17890
Farm39,HLS,2014,1,64,74577
Farm39,HLS,2014,2,151,84309
Farm39,HLS,2014,3,315,30468
Farm40,ELS,2013,1,432,64172
Farm40,ELS,2013,2,404,6037
Farm40,ELS,2013,3,222,29858
Farm40,ELS,2014,1,3,54490
Farm40,ELS,2014,2,6,52736
Farm40,ELS,2014,3,275,47590
Farm41,ELS,2013,1,317,44978
Farm41,ELS,2013,2,418,81892
Farm41,ELS,2013,3,190,10977
Farm41,ELS,2014,1,142,12861
Farm41,ELS,2014,2,91,31239
Farm41,ELS,2014,3,35,78546
Farm42,HLS,2013,1,217,48056
Farm42,HLS,2013,2,361,53542
Farm42,HLS,2013,3,328,35473
Farm42,HLS,2014,1,230,72502
Farm42,HLS,2014,2,52,65048
Farm42,HLS,2014,3,483,31750
Farm43,ELS,2013,1,499,97408
Farm43,ELS,2013,2,183,80075
Farm43,ELS,2013,3,197,16336
Farm43,ELS,2014,1,184,25697
Farm43,ELS,2014,2,450,49036
Farm43,ELS,2014,3,298,76776
Farm44,HLS,2013,1,264,78181
Farm44,HLS,2013,2,454,90262
Farm44,HLS,2013,3,140,47355
Farm44,HLS,2014,1,92,80901
Farm44,HLS,2014,2,184,39657
Farm44,HLS,2014,3,74,87257
Farm45,ELS,2013,1,3,14295
Farm45,ELS,2013,2,34,41970
Farm45,ELS,2013,3,208,17766
Farm45,ELS,2014,1,279,84615
Farm45,ELS,2014,2,274,86482
Farm45,ELS,2014,3,271,44594
Farm46,ELS,2013,1,305,58333
Farm46,ELS,2013,2,104,93141
Farm46,ELS,2013,3,468,57120
Farm46,ELS,2014,1,273,92531
Farm46,ELS,2014,2,59,56090
Farm46,ELS,2014,3,38,78475
Farm47,HLS,2013,1,425,77175
Farm47,HLS,2013,2,208,46273
Farm47,HLS,2013,3,348,76785
Farm47,HLS,2014,1,52,88475
Farm47,HLS,2014,2,356,14789
Farm47,HLS,2014,3,143,63296
Farm48,HLS,2013,1,284,30265
Farm48,HLS,2013,2,167,32701
Farm48,HLS,2013,3,448,13215
Farm48,HLS,2014,1,266,45623
Farm48,HLS,2014,2,242,55009
Farm48,HLS,2014,3,462,40856
Farm49,HLS,2013,1,145,32246
Farm49,HLS,2013,2,125,84618
Farm49,HLS,2013,3,433,92692
Farm49,HLS,2014,1,318,46127
Farm49,HLS,2014,2,231,67721
Farm49,HLS,2014,3,112,19103
Farm50,ELS,2013,1,20,47255
Farm50,ELS,2013,2,144,62882
Farm50,ELS,2013,3,252,67213
Farm50,ELS,2014,1,455,8623
Farm50,ELS,2014,2,186,5121
Farm50,ELS,2014,3,115,93032
Farm51,ELS,2013,1,78,87329
Farm51,ELS,2013,2,231,87513
Farm51,ELS,2013,3,285,78306
Farm51,ELS,2014,1,311,41124
Farm51,ELS,2014,2,311,17729
Farm51,ELS,2014,3,211,95226
Farm52,HLS,2013,1,253,49482
Farm52,HLS,2013,2,351,21374
Farm52,HLS,2013,3,350,8693
Farm52,HLS,2014,1,441,44726
Farm52,HLS,2014,2,86,26122
Farm52,HLS,2014,3,474,78364
Farm53,HLS,2013,1,362,50720
Farm53,HLS,2013,2,105,67881
Farm53,HLS,2013,3,470,35889
Farm53,HLS,2014,1,377,46850
Farm53,HLS,2014,2,354,28158
Farm53,HLS,2014,3,493,9621
Farm54,HLS,2013,1,421,77405
Farm54,HLS,2013,2,92,32591
Farm54,HLS,2013,3,221,95245
Farm54,HLS,2014,1,225,30871
Farm54,HLS,2014,2,366,95636
Farm54,HLS,2014,3,296,27157
Farm55,ELS,2013,1,9,83061
Farm55,ELS,2013,2,82,64235
Farm55,ELS,2013,3,388,82573
Farm55,ELS,2014,1,342,99218
Farm55,ELS,2014,2,405,46703
Farm55,ELS,2014,3,198,59270
Farm56,HLS,2013,1,86,39182
Farm56,HLS,2013,2,249,90535
